Accession,Release_Date,Length,Geo_Location,USA,Isolation_Source,Collection_Date
MT834046,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-02
MT834047,2020-08-04T00:00:00Z,29875,"USA: Washington,Yakima County",WA,,2020-05-26
MT834048,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-29
MT834049,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-05-27
MT834050,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-05-27
MT834051,2020-08-04T00:00:00Z,29845,"USA: Washington,Yakima County",WA,,2020-05-26
MT834052,2020-08-04T00:00:00Z,29881,"USA: Washington,Yakima County",WA,,2020-05-21
MT834053,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834054,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-05-27
MT834055,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-05-27
MT834056,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-06-01
MT834057,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-30
MT834058,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834059,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834060,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834061,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-05-21
MT834062,2020-08-04T00:00:00Z,29883,"USA: Washington,Yakima County",WA,,2020-05-22
MT834063,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-05-26
MT834064,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834065,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-06-01
MT834066,2020-08-04T00:00:00Z,29890,"USA: Washington,Yakima County",WA,,2020-05-31
MT834067,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-02
MT834068,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-01
MT834069,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-05-22
MT834070,2020-08-04T00:00:00Z,29894,"USA: Washington,Yakima County",WA,,2020-05-28
MT834071,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-01
MT834072,2020-08-04T00:00:00Z,29883,"USA: Washington,Yakima County",WA,,2020-05-26
MT834073,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834074,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-05-28
MT834075,2020-08-04T00:00:00Z,29874,"USA: Washington,Yakima County",WA,,2020-05-31
MT834076,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834077,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-26
MT834078,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-01
MT834079,2020-08-04T00:00:00Z,29847,"USA: Washington,Spokane County",WA,,2020-06-01
MT834080,2020-08-04T00:00:00Z,29859,"USA: Washington,Whatcom County",WA,,2020-05-27
MT834081,2020-08-04T00:00:00Z,29854,"USA: Washington,Yakima County",WA,,2020-05-26
MT834082,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-05-27
MT834083,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-28
MT834084,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-06-01
MT834085,2020-08-04T00:00:00Z,29856,"USA: Washington,Franklin County",WA,,2020-05-29
MT834086,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834087,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-28
MT834088,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-02
MT834089,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-01
MT834090,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-06-01
MT834091,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-26
MT834092,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-26
MT834093,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-06-02
MT834094,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-05-29
MT834095,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834096,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-28
MT834097,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834098,2020-08-04T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-05-22
MT834099,2020-08-04T00:00:00Z,29882,"USA: Washington,Yakima County",WA,,2020-05-29
MT834100,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834101,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-30
MT834102,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-05-27
MT834103,2020-08-04T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-06-01
MT834104,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-29
MT834105,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-27
MT834106,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834107,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834108,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-29
MT834109,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-29
MT834110,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-31
MT834111,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-27
MT834112,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834113,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-22
MT834114,2020-08-04T00:00:00Z,29858,"USA: Washington,Benton County",WA,,2020-05-26
MT834115,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834116,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834117,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834118,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-02
MT834119,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834120,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-26
MT834121,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-26
MT834122,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-26
MT834123,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834124,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834125,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834126,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834127,2020-08-04T00:00:00Z,29893,"USA: Washington,Yakima County",WA,,2020-05-22
MT834128,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-29
MT834129,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-26
MT834130,2020-08-04T00:00:00Z,29875,"USA: Washington,Yakima County",WA,,2020-05-27
MT834131,2020-08-04T00:00:00Z,29834,"USA: Washington,Whatcom County",WA,,2020-05-27
MT834132,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834133,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-02
MT834134,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-27
MT834135,2020-08-04T00:00:00Z,29854,"USA: Washington,Yakima County",WA,,2020-05-28
MT834136,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834137,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-05-26
MT834138,2020-08-04T00:00:00Z,29891,"USA: Washington,Yakima County",WA,,2020-05-21
MT834139,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834140,2020-08-04T00:00:00Z,29854,"USA: Washington,Yakima County",WA,,2020-05-22
MT834141,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834142,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-05-27
MT834143,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-05-28
MT834144,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-26
MT834145,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-27
MT834146,2020-08-04T00:00:00Z,29882,"USA: Washington,Yakima County",WA,,2020-05-26
MT834147,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-05-26
MT834148,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834149,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-23
MT834150,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-05-27
MT834151,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-21
MT834152,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-05-24
MT834153,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834154,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-31
MT834155,2020-08-04T00:00:00Z,29892,"USA: Washington,Yakima County",WA,,2020-05-22
MT834156,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-23
MT834157,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-05-28
MT834158,2020-08-04T00:00:00Z,29861,"USA: Washington,Whatcom County",WA,,2020-05-28
MT834159,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834160,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-02
MT834161,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-05-26
MT834162,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-31
MT834163,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-22
MT834164,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-30
MT834165,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-27
MT834166,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-02
MT834167,2020-08-04T00:00:00Z,29865,"USA: Washington,Yakima County",WA,,2020-06-01
MT834168,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-25
MT834169,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-30
MT834170,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-22
MT834171,2020-08-04T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-06-01
MT834172,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834173,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-05-24
MT834174,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834175,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834176,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-26
MT834177,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-05-28
MT834178,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834179,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-23
MT834180,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-26
MT834181,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-05-28
MT834182,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-26
MT834183,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834184,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834185,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-05-29
MT834186,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-05-31
MT834187,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-02
MT834188,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-01
MT834189,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-27
MT834190,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-31
MT834191,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-27
MT834192,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-05-31
MT834193,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-29
MT834194,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-29
MT834195,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-05-26
MT834196,2020-08-04T00:00:00Z,29866,"USA: Washington,Yakima County",WA,,2020-06-02
MT834197,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834198,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834199,2020-08-04T00:00:00Z,29891,"USA: Washington,Yakima County",WA,,2020-05-27
MT834200,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-01
MT834201,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-29
MT834202,2020-08-04T00:00:00Z,29852,"USA: Washington,Yakima County",WA,,2020-05-26
MT834203,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-05-26
MT834204,2020-08-04T00:00:00Z,29855,"USA: Washington,Spokane County",WA,,2020-06-03
MT834205,2020-08-04T00:00:00Z,29841,"USA: Washington,Yakima County",WA,,2020-06-02
MT834206,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-05-26
MT834207,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-01
MT834208,2020-08-04T00:00:00Z,29857,"USA: Washington,Spokane County",WA,,2020-06-01
MT834209,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-05-25
MT834210,2020-08-04T00:00:00Z,29883,"USA: Washington,Yakima County",WA,,2020-05-26
MT834211,2020-08-04T00:00:00Z,29852,"USA: Washington,Yakima County",WA,,2020-05-26
MT834212,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-06-01
MT834213,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-22
MT834214,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834215,2020-08-04T00:00:00Z,29839,"USA: Washington,Yakima County",WA,,2020-05-25
MT834216,2020-08-04T00:00:00Z,29880,"USA: Washington,Yakima County",WA,,2020-05-26
MT834217,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-05-30
MT834218,2020-08-04T00:00:00Z,29855,"USA: Washington,Thurston County",WA,,2020-05-27
MT834219,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-23
MT834220,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-27
MT834221,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-02
MT834222,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-06-02
MT834223,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-02
MT834224,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-31
MT834225,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-05-28
MT834226,2020-08-04T00:00:00Z,29846,"USA: Washington,Yakima County",WA,,2020-05-22
MT834227,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-21
MT834228,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-01
MT834229,2020-08-04T00:00:00Z,29881,"USA: Washington,Yakima County",WA,,2020-05-27
MT834230,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834231,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834232,2020-08-04T00:00:00Z,29878,"USA: Washington,Whatcom County",WA,,2020-05-23
MT834233,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834234,2020-08-04T00:00:00Z,29885,"USA: Washington,Yakima County",WA,,2020-06-01
MT834235,2020-08-04T00:00:00Z,29853,"USA: Washington,Yakima County",WA,,2020-05-26
MT834236,2020-08-04T00:00:00Z,29861,"USA: Washington,Yakima County",WA,,2020-05-29
MT834237,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-02
MT834238,2020-08-04T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-06-01
MT834239,2020-08-04T00:00:00Z,29860,"USA: Washington,Spokane County",WA,,2020-06-02
MT834240,2020-08-04T00:00:00Z,29856,"USA: Washington,Whatcom County",WA,,2020-05-27
MT834241,2020-08-04T00:00:00Z,29885,"USA: Washington,Yakima County",WA,,2020-05-26
MT834242,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-29
MT834243,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-26
MT834244,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-02
MT834245,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-01
MT834246,2020-08-04T00:00:00Z,29858,USA: Washington,WA,,2020-05-27
MT834247,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-21
MT834248,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-05-26
MT834249,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834250,2020-08-04T00:00:00Z,29870,"USA: Washington,Thurston County",WA,,2020-05-27
MT834251,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-01
MT834252,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-29
MT834253,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-29
MT834254,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-27
MT834255,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-01
MT834256,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-29
MT834257,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-01
MT834258,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-06-02
MT834259,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-27
MT834260,2020-08-04T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-06-01
MT834261,2020-08-04T00:00:00Z,29868,"USA: Washington,Grays Harbor County",WA,,2020-05-27
MT834262,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-06-02
MT834263,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-05-26
MT834264,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-28
MT834265,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-05-31
MT834266,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-05-27
MT834267,2020-08-04T00:00:00Z,29865,"USA: Washington,Whatcom County",WA,,2020-05-27
MT834268,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834269,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT834270,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-05-31
MT834271,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-01
MT834272,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-26
MT834273,2020-08-04T00:00:00Z,29863,"USA: Washington,Thurston County",WA,,2020-05-27
MT834274,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-01
MT834275,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-29
MT834276,2020-08-04T00:00:00Z,29875,"USA: Washington,Yakima County",WA,,2020-05-27
MT834277,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-02
MT834278,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834279,2020-08-04T00:00:00Z,29841,"USA: Washington,Yakima County",WA,,2020-06-02
MT834280,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-05-26
MT834281,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-28
MT834282,2020-08-04T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-05-23
MT834283,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-21
MT834284,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-05-27
MT834285,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-26
MT834286,2020-08-04T00:00:00Z,29861,"USA: Washington,Yakima County",WA,,2020-05-23
MT834287,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-05-26
MT834288,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-26
MT834289,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-05-26
MT834290,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-05-27
MT834291,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-01
MT834292,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-01
MT834293,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-05-26
MT834294,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-22
MT834295,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-01
MT834296,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-05-27
MT834297,2020-08-04T00:00:00Z,29877,"USA: Washington,Spokane County",WA,,2020-06-02
