Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-UW-11519/2020	EPI_ISL_570427	6/20/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11521/2020	EPI_ISL_570428	6/20/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11526/2020	EPI_ISL_570429	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-11529/2020	EPI_ISL_570430	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11530/2020	EPI_ISL_570431	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11533/2020	EPI_ISL_570432	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.3	GH
hCoV-19/USA/WA-UW-11537/2020	EPI_ISL_570433	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11544/2020	EPI_ISL_570434	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.55	GR
hCoV-19/USA/WA-UW-11556/2020	EPI_ISL_570435	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom	NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/WA-UW-11561/2020	EPI_ISL_570436	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11562/2020	EPI_ISL_570437	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11564/2020	EPI_ISL_570438	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom	NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/WA-UW-11571/2020	EPI_ISL_570439	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.32	GR
hCoV-19/USA/WA-UW-11572/2020	EPI_ISL_570440	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11576/2020	EPI_ISL_570441	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11580/2020	EPI_ISL_570442	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11592/2020	EPI_ISL_570444	6/23/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11602/2020	EPI_ISL_570445	6/17/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11608/2020	EPI_ISL_570446	6/17/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11611/2020	EPI_ISL_570447	6/18/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11630/2020	EPI_ISL_570449	6/18/2020	North America / USA / Washington	Human	Original			Illumina	custom	NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/WA-UW-11633/2020	EPI_ISL_570450	6/17/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11635/2020	EPI_ISL_570451	6/19/2020	North America / USA / Washington	Human	Original			Illumina	custom	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.77	GR
hCoV-19/USA/WA-UW-11640/2020	EPI_ISL_570452	6/18/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11645/2020	EPI_ISL_570453	6/19/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.21	GH
hCoV-19/USA/WA-UW-11648/2020	EPI_ISL_570454	6/18/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11656/2020	EPI_ISL_570455	6/18/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11661/2020	EPI_ISL_570456	6/20/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11664/2020	EPI_ISL_570457	6/20/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11671/2020	EPI_ISL_570458	6/21/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.169	GH
hCoV-19/USA/WA-UW-11673/2020	EPI_ISL_570459	6/20/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-UW-11703/2020	EPI_ISL_570460	6/16/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11709/2020	EPI_ISL_570461	6/15/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11710/2020	EPI_ISL_570462	6/15/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-11722/2020	EPI_ISL_570463	6/16/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.55	GR
hCoV-19/USA/WA-UW-11728/2020	EPI_ISL_570464	6/16/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.160	GH
hCoV-19/USA/WA-UW-11761/2020	EPI_ISL_570466	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-11762/2020	EPI_ISL_570467	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11763/2020	EPI_ISL_570468	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11764/2020	EPI_ISL_570469	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom	NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/WA-UW-11765/2020	EPI_ISL_570470	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11775/2020	EPI_ISL_570471	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-11780/2020	EPI_ISL_570472	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11813/2020	EPI_ISL_570473	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11823/2020	EPI_ISL_570474	6/25/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.36	GH
hCoV-19/USA/WA-UW-11836/2020	EPI_ISL_570475	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-11903/2020	EPI_ISL_570476	6/25/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.3	GH
hCoV-19/USA/WA-UW-11909/2020	EPI_ISL_570478	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-11919/2020	EPI_ISL_570480	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5.27	G
hCoV-19/USA/WA-UW-11989/2020	EPI_ISL_570481	6/23/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-12068/2020	EPI_ISL_570482	6/27/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-12069/2020	EPI_ISL_570483	6/27/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-12070/2020	EPI_ISL_570484	6/27/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-12078/2020	EPI_ISL_570485	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-12085/2020	EPI_ISL_570486	6/22/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-12097/2020	EPI_ISL_570488	6/19/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-12098/2020	EPI_ISL_570489	6/25/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.160	GH
hCoV-19/USA/WA-UW-12117/2020	EPI_ISL_570490	6/24/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-12127/2020	EPI_ISL_570491	6/25/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-12134/2020	EPI_ISL_570492	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-12140/2020	EPI_ISL_570493	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-12141/2020	EPI_ISL_570494	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-12162/2020	EPI_ISL_570496	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1	GR
hCoV-19/USA/WA-UW-12163/2020	EPI_ISL_570497	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom	NS8_K68stop results in 44.6% truncation of the protein sequence. Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/WA-UW-12164/2020	EPI_ISL_570498	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-12167/2020	EPI_ISL_570499	6/26/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1	GH
hCoV-19/USA/WA-QDX-917/2020	EPI_ISL_571691	3/21/2020	North America / USA / Washington	Human	Original			Illumina MiSeq	bwa v. 0.7.17-r1188; iVar 1.2.2			B.1.2	GH
hCoV-19/USA/WA-UW-23510/2020	EPI_ISL_576468	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.5.27	G
hCoV-19/USA/WA-UW-23511/2020	EPI_ISL_576469	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-23526/2020	EPI_ISL_576470	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-23530/2020	EPI_ISL_576471	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-23533/2020	EPI_ISL_576472	8/12/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-23538/2020	EPI_ISL_576473	8/12/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-23556/2020	EPI_ISL_576475	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5.27	G
hCoV-19/USA/WA-UW-23566/2020	EPI_ISL_576476	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5.24	G
hCoV-19/USA/WA-UW-23576/2020	EPI_ISL_576477	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-23579/2020	EPI_ISL_576478	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-23582/2020	EPI_ISL_576479	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.77	GR
hCoV-19/USA/WA-UW-23594/2020	EPI_ISL_576480	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.26	GH
hCoV-19/USA/WA-UW-23596/2020	EPI_ISL_576481	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-23597/2020	EPI_ISL_576482	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.1.25	GR
hCoV-19/USA/WA-UW-23600/2020	EPI_ISL_576483	8/11/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.2	GH
hCoV-19/USA/WA-UW-23606/2020	EPI_ISL_576484	8/10/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.26	GH
hCoV-19/USA/WA-UW-29527/2020	EPI_ISL_576487	9/29/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-UW-29528/2020	EPI_ISL_576488	9/29/2020	North America / USA / Washington	Human	Original			Illumina	custom			B.1.5	G
hCoV-19/USA/WA-CDC-8377/2020	EPI_ISL_594450	3/3/2020	North America / USA / Washington	Human	original	Respiratory tissue		Nanopore	minimap 2.17			A.1	S
hCoV-19/USA/WA-CDC-8378/2020	EPI_ISL_594451	3/3/2020	North America / USA / Washington	Human	original	Respiratory tissue		Nanopore	minimap 2.17			A.1	S
hCoV-19/USA/WA-CDC-8379/2020	EPI_ISL_594452	3/3/2020	North America / USA / Washington	Human	original	Respiratory tissue		Illumina MiSeq	freebayes 1.3			A.1	S
hCoV-19/USA/WA-CDC-8380/2020	EPI_ISL_594453	3/3/2020	North America / USA / Washington	Human	original	Respiratory tissue		Nanopore	minimap 2.17			A.1	S
hCoV-19/USA/WA-CDC-8381/2020	EPI_ISL_594454	3/3/2020	North America / USA / Washington	Human	original	Respiratory tissue		Nanopore	minimap 2.17			A.1	S
hCoV-19/USA/WA-CDC-8384/2020	EPI_ISL_594459	2/26/2020	North America / USA / Washington	Human	original	Respiratory tissue		Illumina MiSeq	freebayes 1.3			A.1	S
hCoV-19/USA/WA-RML-1/2020	EPI_ISL_641314	4/20/2020	North America / USA / Washington / King county	Human	Original	Nasal swab		Illumina	Bowtie2 v. 2.2.9			A.1	S
hCoV-19/USA/WA-RML-3/2020	EPI_ISL_641316	5/26/2020	North America / USA / Washington / King county	Human	Original	Nasal swab		Illumina	Bowtie2 v. 2.2.9			A.1	S
hCoV-19/USA/WA-RML-4/2020	EPI_ISL_641317	6/15/2020	North America / USA / Washington / King county	Human	Original	Nasal swab		Illumina	Bowtie2 v. 2.2.9			A.1	S
hCoV-19/USA/WA-OHSU-2033/2020	EPI_ISL_667098	8/1/2020	North America / USA / Washington / Clark County	Human	Original	Nasopharyngeal swab		"Illumina Nextseq 500, Freed-Silander v1-1200bp (see https://doi.org/10.1101/2020.05.28.122648)"	"Trimmomatic, BWA mem, Picard/GATK (duplicates, BQSR, indel realignment, coverage), LoFreq, bcftools consensus (>50%, 10x min.)"			B.1.1.291	GR
hCoV-19/USA/WA2/2020	EPI_ISL_412970	2/24/2020	North America / USA / Washington / Snohomish County	Human	Original	Mid-nasal swab		Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA14-UW10/2020	EPI_ISL_413649	3/5/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.5	Collection dates may be off by +/- 3 days	info	A.1	S
hCoV-19/USA/WA15-UW11/2020	EPI_ISL_413650	3/5/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.6	Collection dates may be off by +/- 3 days	info	A.1	S
hCoV-19/USA/WA16-UW12/2020	EPI_ISL_413651	3/5/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.7	Collection dates may be off by +/- 3 days	info	A.1	S
hCoV-19/USA/WA17-UW13/2020	EPI_ISL_413652	3/5/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.8	Collection dates may be off by +/- 3 days. Gap of 4 nucleotides when compared to the reference sequence.	info	A.1	S
hCoV-19/USA/WA18-UW14/2020	EPI_ISL_413653	3/5/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.9	Collection dates may be off by +/- 3 days	info	A.1	S
hCoV-19/USA/WA-UW29/2020	EPI_ISL_414616	3/8/2020	North America / USA / Washington / King County / Kirkland	Human	Original			Illumina NextSeq	custom			B.1.21	GH
hCoV-19/USA/WA-UW30/2020	EPI_ISL_414617	3/8/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW31/2020	EPI_ISL_414618	3/8/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW32/2020	EPI_ISL_414619	3/7/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW33/2020	EPI_ISL_414620	3/8/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW34/2020	EPI_ISL_414621	3/7/2020	North America / USA / Washington	Human	Original			Illumina MiSeq	custom			A.1	S
hCoV-19/USA/WA-UW35/2020	EPI_ISL_414622	3/8/2020	North America / USA / Washington / King County / Seattle	Human	Original			Illumina MiSeq	custom			A.1	S
hCoV-19/USA/WA-UW77/2020	EPI_ISL_416433	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW78/2020	EPI_ISL_416434	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			B.1.21	GH
hCoV-19/USA/WA-UW79/2020	EPI_ISL_416435	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW80/2020	EPI_ISL_416436	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW81/2020	EPI_ISL_416437	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW82/2020	EPI_ISL_416438	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			B.1.21	GH
hCoV-19/USA/WA-UW83/2020	EPI_ISL_416439	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom	NS8_Q18stop results in 86.0% truncation of the protein sequence.	info	A.1	S
hCoV-19/USA/WA-UW84/2020	EPI_ISL_416440	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW85/2020	EPI_ISL_416441	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW86/2020	EPI_ISL_416442	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW87/2020	EPI_ISL_416443	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW88/2020	EPI_ISL_416444	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW89/2020	EPI_ISL_416445	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW90/2020	EPI_ISL_416446	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom	Gap of 3 nucleotides when compared to the reference sequence.	info	A.1	S
hCoV-19/USA/WA-UW91/2020	EPI_ISL_416447	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW92/2020	EPI_ISL_416448	3/11/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW93/2020	EPI_ISL_416449	3/11/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			B.6	O
hCoV-19/USA/WA-UW94/2020	EPI_ISL_416450	3/11/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW95/2020	EPI_ISL_416451	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW96/2020	EPI_ISL_416452	3/10/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			B.1.21	GH
hCoV-19/USA/WA-UW36/2020	EPI_ISL_416453	3/7/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW37/2020	EPI_ISL_416454	3/6/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW38/2020	EPI_ISL_416455	3/7/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-UW39/2020	EPI_ISL_416456	3/6/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			A.1	S
hCoV-19/USA/WA-S5/2020	EPI_ISL_416460	2/29/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S6/2020	EPI_ISL_416461	2/29/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
